window,indicator,ic,win
13,cci,-0.015680691902255278,0.49110347172377317
14,cci,-0.015680691902255278,0.49110347172377317
15,cci,-0.015680691902255278,0.49110347172377317
16,cci,-0.015680691902255278,0.49110347172377317
17,cci,-0.015680691902255278,0.49110347172377317
18,cci,-0.015680691902255278,0.49110347172377317
19,cci,-0.015680691902255278,0.49110347172377317
20,cci,-0.015680691902255278,0.49110347172377317
21,cci,-0.015680691902255278,0.49110347172377317
22,cci,-0.015680691902255278,0.49110347172377317
23,cci,-0.015680691902255278,0.49110347172377317
24,cci,-0.015680691902255278,0.49110347172377317
1,williams_r,-0.033864462216705825,0.48377837368281906
2,williams_r,-0.033864462216705825,0.48377837368281906
3,williams_r,-0.033864462216705825,0.48377837368281906
4,williams_r,-0.033864462216705825,0.48377837368281906
5,williams_r,-0.033864462216705825,0.48377837368281906
6,williams_r,-0.033864462216705825,0.48377837368281906
7,williams_r,-0.033864462216705825,0.48377837368281906
8,williams_r,-0.033864462216705825,0.48377837368281906
9,williams_r,-0.033864462216705825,0.48377837368281906
10,williams_r,-0.033864462216705825,0.48377837368281906
11,williams_r,-0.033864462216705825,0.48377837368281906
12,williams_r,-0.033864462216705825,0.48377837368281906
13,williams_r,-0.033864462216705825,0.48377837368281906
14,williams_r,-0.033864462216705825,0.48377837368281906
15,williams_r,-0.033864462216705825,0.48377837368281906
16,williams_r,-0.033864462216705825,0.48377837368281906
17,williams_r,-0.033864462216705825,0.48377837368281906
18,williams_r,-0.033864462216705825,0.48377837368281906
19,williams_r,-0.033864462216705825,0.48377837368281906
20,williams_r,-0.033864462216705825,0.48377837368281906
21,williams_r,-0.033864462216705825,0.48377837368281906
22,williams_r,-0.033864462216705825,0.48377837368281906
23,williams_r,-0.033864462216705825,0.48377837368281906
24,williams_r,-0.033864462216705825,0.48377837368281906
